caseid,closure_type,closure_reason
201812008239,Inheritance,
201812008238,Client Recess,2 - Keep bank account. Same dip
201812008237,Client Recess,1 - Client lost
201812008236,Bank Recess,1 - Client lost
201812008235,Inheritance,
201812008234,Client Recess,2 - Keep bank account. Same dip
201812008230,Client Recess,1 - Client lost
201812008227,Bank Recess,1 - Client lost
201812008226,Client Recess,
201812008225,Client Recess,1 - Client lost
201812008222,Bank Recess,1 - Client lost
201812008221,Client Recess,1 - Client lost
201812008219,Client Recess,2 - Keep bank account. Same dip
201812008214,Client Recess,1 - Client lost
201812008215,Client Recess,1 - Client lost
201812008213,Client Recess,1 - Client lost
201812008212,Bank Recess,1 - Client lost
201812008208,Client Recess,1 - Client lost
201812008204,Client Recess,1 - Client lost
201812008203,Inheritance,
201812008200,Bank Recess,
201812008199,Client Recess,1 - Client lost
201812008197,Client Recess,1 - Client lost
201812008196,Client Recess,7 - Keep other relationships. Same dip
201812008194,Client Recess,1 - Client lost
201812008190,Bank Recess,1 - Client lost
201812008192,Client Recess,2 - Keep bank account. Same dip
201812008187,Client Recess,1 - Client lost
201812008185,Client Recess,1 - Client lost
201812008184,Client Recess,7 - Keep other relationships. Same dip
201812008182,Client Recess,2 - Keep bank account. Same dip
201812008178,Client Recess,7 - Keep other relationships. Same dip
201812008177,Client Recess,1 - Client lost
201812008175,Client Recess,1 - Client lost
201812008172,Client Recess,1 - Client lost
201812008174,Bank Recess,1 - Client lost
201812008171,Client Recess,7 - Keep other relationships. Same dip
201812008170,Client Recess,2 - Keep bank account. Same dip
201812008169,Client Recess,
201812008168,Client Recess,2 - Keep bank account. Same dip
201812008166,Client Recess,2 - Keep bank account. Same dip
201812008165,Client Recess,1 - Client lost
201812008163,Client Recess,2 - Keep bank account. Same dip
201812008162,Client Recess,7 - Keep other relationships. Same dip
201812008158,Client Recess,1 - Client lost
201812008157,Client Recess,2 - Keep bank account. Same dip
201812008155,Bank Recess,1 - Client lost
201812008154,Client Recess,2 - Keep bank account. Same dip
201812008153,Client Recess,2 - Keep bank account. Same dip
201812008150,Client Recess,7 - Keep other relationships. Same dip
201812008149,Inheritance,
201812008145,Client Recess,1 - Client lost
201812008142,Bank Recess,1 - Client lost
201812008141,Client Recess,2 - Keep bank account. Same dip
201812008140,Client Recess,1 - Client lost
201812008136,Client Recess,1 - Client lost
201812008134,Client Recess,1 - Client lost
201812008133,Client Recess,1 - Client lost
201812008131,Client Recess,2 - Keep bank account. Same dip
201812008126,Bank Recess,1 - Client lost
201812008124,Client Recess,1 - Client lost
201812008122,Inheritance,
201812008121,Client Recess,3 - Keep bank account. Different dip
201812008119,Client Recess,2 - Keep bank account. Same dip
201812008115,Bank Recess,1 - Client lost
201812008112,Client Recess,2 - Keep bank account. Same dip
201812008111,Client Recess,2 - Keep bank account. Same dip
201812008110,Client Recess,1 - Client lost
201812008108,Client Recess,1 - Client lost
201812008106,Client Recess,1 - Client lost
201812008102,Client Recess,1 - Client lost
201812008101,Client Recess,1 - Client lost
201812008100,Client Recess,2 - Keep bank account. Same dip
201812008095,Client Recess,1 - Client lost
201812008089,Client Recess,1 - Client lost
201812008090,Inheritance,
201812008086,Client Recess,1 - Client lost
201812008085,Bank Recess,1 - Client lost
201812008084,Client Recess,2 - Keep bank account. Same dip
201812008082,Client Recess,1 - Client lost
201812008080,Client Recess,2 - Keep bank account. Same dip
201812008076,Client Recess,2 - Keep bank account. Same dip
201812008075,Client Recess,1 - Client lost
201812008073,Client Recess,2 - Keep bank account. Same dip
201812008072,Client Recess,2 - Keep bank account. Same dip
201812008071,Client Recess,1 - Client lost
201812008070,Client Recess,1 - Client lost
201812008066,Client Recess,2 - Keep bank account. Same dip
201812008063,Inheritance,
201812008062,Client Recess,1 - Client lost
201812008061,Client Recess,1 - Client lost
201812008060,Client Recess,
201812008059,Client Recess,2 - Keep bank account. Same dip
201812008055,Bank Recess,1 - Client lost
201812008054,Client Recess,1 - Client lost
201812008052,Client Recess,1 - Client lost
201812008049,Client Recess,2 - Keep bank account. Same dip
201812008048,Client Recess,1 - Client lost
201812008047,Client Recess,1 - Client lost
201812008046,Bank Recess,1 - Client lost
201812008044,Bank Recess,1 - Client lost
201812008039,Bank Recess,1 - Client lost
201812008037,Bank Recess,
201812008035,Bank Recess,1 - Client lost
201812008034,Client Recess,2 - Keep bank account. Same dip
201812008032,Client Recess,1 - Client lost
201812008030,Client Recess,1 - Client lost
201812008029,Client Recess,2 - Keep bank account. Same dip
201812008026,Client Recess,2 - Keep bank account. Same dip
201812008025,Bank Recess,1 - Client lost
201812008024,Client Recess,1 - Client lost
201812008020,Client Recess,2 - Keep bank account. Same dip
201812008015,Client Recess,2 - Keep bank account. Same dip
201812008018,Client Recess,2 - Keep bank account. Same dip
201812008011,Client Recess,1 - Client lost
201812008007,Client Recess,1 - Client lost
201812008005,Bank Recess,1 - Client lost
201812008004,Bank Recess,1 - Client lost
201812008001,Client Recess,2 - Keep bank account. Same dip
201812007996,Client Recess,1 - Client lost
201812007994,Client Recess,1 - Client lost
201812007988,Client Recess,2 - Keep bank account. Same dip
201812007987,Client Recess,7 - Keep other relationships. Same dip
201812007985,Client Recess,
201812007986,Client Recess,
201812007984,Client Recess,
201812007982,Client Recess,
201812007983,Client Recess,
201812007981,Client Recess,
201812007980,Client Recess,
201812007979,Client Recess,
201812007978,Client Recess,
201812007977,Client Recess,
201812007976,Client Recess,
201812007975,Client Recess,
201812007974,Client Recess,
201812007973,Client Recess,
201812007972,Client Recess,
201812007971,Client Recess,
201812007970,Client Recess,
201812007969,Client Recess,
201812007968,Client Recess,
201812007967,Client Recess,
201812007966,Client Recess,
201812007965,Client Recess,
201812007964,Client Recess,
201812007963,Client Recess,
201812007962,Client Recess,
201812007961,Client Recess,
201812007960,Client Recess,
201812007959,Client Recess,
201812007958,Client Recess,
201812007957,Client Recess,
201812007956,Client Recess,
201812007955,Client Recess,
201812007954,Client Recess,
201812007953,Client Recess,
201812007952,Client Recess,
201812007951,Client Recess,
201812007950,Client Recess,
201812007949,Client Recess,
201812007947,Client Recess,
201812007948,Client Recess,
201812007946,Client Recess,
201812007945,Client Recess,
201812007944,Client Recess,
201812007943,Client Recess,
201812007942,Client Recess,
201812007941,Client Recess,
201812007940,Client Recess,
201812007939,Client Recess,
201812007938,Client Recess,
201812007937,Client Recess,
201812007936,Client Recess,
201812007935,Client Recess,
201812007934,Client Recess,
201812007933,Client Recess,
201812007932,Client Recess,
201812007931,Client Recess,
201812007930,Client Recess,
201812007929,Client Recess,
201812007928,Client Recess,
201812007927,Client Recess,
201812007926,Client Recess,
201812007925,Client Recess,
201812007924,Client Recess,
201812007923,Client Recess,
201812007922,Client Recess,
201812007921,Client Recess,
201812007919,Client Recess,
201812007920,Client Recess,
201812007918,Client Recess,
201812007917,Client Recess,
201812007916,Client Recess,
201812007915,Client Recess,
201812007914,Client Recess,
201812007911,Client Recess,1 - Client lost
201812007913,Client Recess,
201812007912,Client Recess,
201812007910,Client Recess,2 - Keep bank account. Same dip
201812007908,Client Recess,3 - Keep bank account. Different dip
201812007907,Client Recess,7 - Keep other relationships. Same dip
201812007903,Bank Recess,1 - Client lost
201812007902,Bank Recess,1 - Client lost
201812007900,Bank Recess,1 - Client lost
201812007896,Bank Recess,1 - Client lost
201812007895,Client Recess,7 - Keep other relationships. Same dip
201812007893,Bank Recess,1 - Client lost
201812007892,Client Recess,1 - Client lost
201812007890,Client Recess,1 - Client lost
201812007891,Inheritance,
201812007887,Client Recess,1 - Client lost
201812007889,Bank Recess,1 - Client lost
201812007886,Bank Recess,1 - Client lost
201812007883,Client Recess,1 - Client lost
201812007882,Client Recess,1 - Client lost
201812007880,Client Recess,1 - Client lost
201812007879,Bank Recess,1 - Client lost
201812007878,Bank Recess,1 - Client lost
201812007877,Bank Recess,1 - Client lost
201812007874,Client Recess,1 - Client lost
201812007870,Bank Recess,1 - Client lost
201812007869,Client Recess,1 - Client lost
201812007868,Bank Recess,1 - Client lost
201812007865,Bank Recess,1 - Client lost
201812007863,Inheritance,
201812007862,Client Recess,1 - Client lost
201812007861,Bank Recess,1 - Client lost
201812007859,Client Recess,1 - Client lost
201812007858,Client Recess,
201812007857,Client Recess,1 - Client lost
201812007856,Inheritance,
201812007855,Client Recess,
201812007853,Inheritance,
201812007852,Bank Recess,
201812007850,Client Recess,1 - Client lost
201812007849,Bank Recess,1 - Client lost
201812007848,Client Recess,1 - Client lost
201812007847,Bank Recess,1 - Client lost
201812007843,Client Recess,1 - Client lost
201812007842,Bank Recess,1 - Client lost
201812007841,Bank Recess,1 - Client lost
201812007839,Client Recess,1 - Client lost
201812007838,Client Recess,1 - Client lost
201812007837,Bank Recess,1 - Client lost
201812007833,Bank Recess,1 - Client lost
201812007831,Client Recess,1 - Client lost
201812007830,Client Recess,1 - Client lost
201812007825,Client Recess,2 - Keep bank account. Same dip
201812007824,Bank Recess,1 - Client lost
201812007820,Bank Recess,1 - Client lost
201812007817,Client Recess,1 - Client lost
201812007815,Client Recess,
201812007813,Client Recess,2 - Keep bank account. Same dip
201812007807,Client Recess,1 - Client lost
201812007804,Client Recess,1 - Client lost
201812007799,Client Recess,7 - Keep other relationships. Same dip
201812007798,Client Recess,1 - Client lost
201812007795,Client Recess,2 - Keep bank account. Same dip
201812007794,Inheritance,
201812007793,Client Recess,1 - Client lost
201812007791,Client Recess,1 - Client lost
201812007789,Bank Recess,1 - Client lost
201812007788,Inheritance,
201812007784,Client Recess,1 - Client lost
201812007781,Bank Recess,1 - Client lost
201812007780,Client Recess,2 - Keep bank account. Same dip
201812007779,Bank Recess,
201812007775,Client Recess,2 - Keep bank account. Same dip
201812007774,Bank Recess,1 - Client lost
201812007771,Client Recess,1 - Client lost
201812007770,Inheritance,
201812007767,Inheritance,
201812007763,Client Recess,1 - Client lost
201812007761,Bank Recess,1 - Client lost
201812007759,Client Recess,1 - Client lost
201812007758,Client Recess,1 - Client lost
201812007757,Client Recess,7 - Keep other relationships. Same dip
201812007755,Client Recess,1 - Client lost
201812007748,Inheritance,
201812007747,Bank Recess,1 - Client lost
201812007731,Client Recess,1 - Client lost
201812007746,Client Recess,1 - Client lost
201812007743,Client Recess,7 - Keep other relationships. Same dip
201812007741,Client Recess,1 - Client lost
201812007729,Client Recess,1 - Client lost
201812007728,Client Recess,1 - Client lost
201812007727,Inheritance,
201812007725,Client Recess,1 - Client lost
201812007724,Client Recess,1 - Client lost
201812007723,Client Recess,1 - Client lost
201812007715,Client Recess,1 - Client lost
201812007718,Inheritance,
201812007720,Bank Recess,1 - Client lost
201812007719,Client Recess,3 - Keep bank account. Different dip
201812007713,Client Recess,1 - Client lost
201812007714,Client Recess,1 - Client lost
201812007712,Client Recess,2 - Keep bank account. Same dip
201812007710,Client Recess,2 - Keep bank account. Same dip
201812007703,Client Recess,2 - Keep bank account. Same dip
201812007701,Client Recess,7 - Keep other relationships. Same dip
201812007700,Bank Recess,1 - Client lost
201812007698,Client Recess,2 - Keep bank account. Same dip
201812007696,Client Recess,1 - Client lost
201812007695,Client Recess,2 - Keep bank account. Same dip
201812007693,Client Recess,1 - Client lost
201812007692,Client Recess,1 - Client lost
201812007688,Client Recess,2 - Keep bank account. Same dip
201812007686,Bank Recess,1 - Client lost
201812007685,Client Recess,1 - Client lost
201812007682,Client Recess,1 - Client lost
201812007681,Client Recess,1 - Client lost
201812007680,Client Recess,1 - Client lost
201812007679,Client Recess,1 - Client lost
201812007678,Bank Recess,1 - Client lost
201812007677,Client Recess,2 - Keep bank account. Same dip
201812007676,Client Recess,1 - Client lost
201812007675,Client Recess,1 - Client lost
201812007674,Client Recess,1 - Client lost
201812007673,Bank Recess,1 - Client lost
201812007671,Client Recess,7 - Keep other relationships. Same dip
201812007670,Client Recess,1 - Client lost
201812007669,Client Recess,1 - Client lost
201812007665,Client Recess,1 - Client lost
201812007664,Client Recess,
201812007656,Client Recess,
201812007655,Client Recess,1 - Client lost
201812007654,Client Recess,2 - Keep bank account. Same dip
